Zone	Org District	AC	Org Mandal	LBName	2020 LSG		2024 GE		2025 LSG	
Kozhikode 	Kozhikode North	Nadapuram	Naripatta	Kayakkody	8.43%	1440	6.60%	1139	9.43%	1942
Kozhikode 	Kozhikode North	Kuttiady	Kuttiady	Velom	4.46%	861	3.90%	862	5.46%	1296
Kozhikode 	Kozhikode North	Kuttiady	Kuttiady	Kunnummal	11.05%	1410	8.90%	1361	12.05%	1795
Kozhikode 	Kozhikode North	Nadapuram	Nadapuram	Nadapuram	7.76%	2160	6.40%	1184	8.76%	3112
Kozhikode 	Kozhikode North	Nadapuram	Nadapuram	Edacheri	8.25%	1553	6.10%	1341	9.25%	2043
Kozhikode 	Kozhikode North	Nadapuram	Naripatta	Vanimal	4.01%	655	5.50%	1227	6.50%	1320
Kozhikode 	Kozhikode North	Nadapuram	Nadapuram	Valayam	9.71%	1249	9.50%	1175	10.71%	1651
Kozhikode 	Kozhikode North	Nadapuram	Nadapuram	Tuneri	4.06%	666	7.50%	1452	8.50%	1694
Kozhikode 	Kozhikode North	Kuttiady	Kuttiady	Purameri	6.97%	1400	7.10%	1538	8.10%	1850
Kozhikode 	Kozhikode North	Nadapuram	Nadapuram	Chekkiad	3.80%	622	4.50%	853	5.50%	1150
Kozhikode 	Kozhikode North	Vatakara	Onchiyam	Onchiyam	7.95%	1554	7.40%	1618	8.95%	1920
Kozhikode 	Kozhikode North	Vatakara	Onchiyam	Eramala	9.82%	2467	8.70%	2444	10.82%	3323
Kozhikode 	Kozhikode North	Vatakara	Vadakara	Chorode	14.39%	3729	11.60%	3157	15.39%	4742
Kozhikode 	Kozhikode North	Vatakara	Onchiyam	Azhiyur	9.26%	1760	10.40%	1884	11.40%	2779
Kozhikode 	Kozhikode City	Elathur	Elathur	Kozhikode	22.31%	73158	21.50%	74975	23.31%	102691
Palakkad 	Wayanad	Sulthanbathery	Sulthan Bathery	Sulthan Bathery	8.41%	2342	19.60%	5019	20.60%	6844
Palakkad 	Wayanad	Mananthavady	Mananthavady	Mananthavady	8.34%	2458	17.80%	4974	18.80%	6338
Palakkad 	Wayanad	Kalpetta	Kalpetta	Kalpetta	7.60%	1472	17.20%	2702	18.20%	4396
Palakkad 	Wayanad	Sulthanbathery	Pulpally	Mullankolly	10.49%	1770	17.10%	2554	18.10%	3855
Ernakulam 	Thrissur City	Nattika	Nattika	Nattika	22.61%	2939	43.80%	5670	44.80%	7840
Ernakulam 	Thrissur City	Nattika	Cherpu	Cherpu	26.34%	6173	44.30%	9831	45.30%	13027
Palakkad 	Wayanad	Kalpetta	Padinjarathara	Kaniyambetta	8.66%	1776	16.30%	3420	17.30%	4199
Palakkad 	Wayanad	Mananthavady	Panamaram	Panamaram	13.20%	3535	19.60%	4890	20.60%	6774
Palakkad 	Wayanad	Kalpetta	Padinjarathara	Padinharathara	6.98%	1132	12.10%	1856	13.10%	2632
Palakkad 	Wayanad	Kalpetta	Kalpetta	Muttil	8.13%	1709	15.30%	3001	16.30%	3938
Kozhikode 	Kasaragod	Kasargod	Badiadka	Badiadka	39.50%	8204	45%	9271	46%	12418
Palakkad 	Wayanad	Kalpetta	Kalpetta	Mupainad	6.76%	1015	14.80%	2025	15.80%	2751
Palakkad 	Wayanad	Kalpetta	Kalpetta	Meppadi	9.21%	2087	15.40%	3620	16.40%	4565
Palakkad 	Wayanad	Kalpetta	Padinjarathara	Thariode	10.01%	742	19.20%	1297	20.20%	1745
Palakkad 	Wayanad	Kalpetta	Padinjarathara	Pozhuthana	5.57%	611	11.80%	1244	12.80%	1731
Palakkad 	Wayanad	Kalpetta	Kalpetta	Vythiri	2.54%	270	13.80%	1375	14.80%	1788
Palakkad 	Palakkad East	Malampuzha	Puthussery	Pudusserri Gramapanchayath	22.02%	7051	27.80%	8379	28.80%	10644
Palakkad 	Wayanad	Sulthanbathery	Pulpally	Meenangadi	8.08%	1734	19.50%	3804	20.50%	5038
Palakkad 	Wayanad	Sulthanbathery	Sulthan Bathery	Ambalavayal	12.52%	2918	19.10%	3865	20.10%	5499
Kozhikode 	Kasaragod	Kasargod	Kasaragod	Madhur	45.02%	10347	42.90%	9826	46.02%	14078
Ernakulam 	Thrissur South	Irinjalakuda	Irinjalakuda	Karalam	29.28%	4458	45.20%	6794	46.20%	8659
Palakkad 	Wayanad	Mananthavady	Mananthavady	Thavinhal	16.02%	4024	21%	NA	22%	6409
Palakkad 	Wayanad	Mananthavady	Panamaram	Edavaka	9.94%	2135	15.10%	2822	16.10%	4020
Alappuzha	Alappuzha North	Ambalappuzha	Ambalappuzha	Punnapra South grama panchayat	17.83%	3231	29.10%	4884	30.10%	6137
Palakkad 	Wayanad	Mananthavady	Mananthavady	Thirunelly	12.02%	2052	16.70%	2823	17.70%	3433
Palakkad 	Wayanad	Mananthavady	Panamaram	Vellamunda	9.55%	2211	12.90%	2935	13.90%	3962
Kozhikode 	Kannur North	Thaliparambu	Mayyil	Anthoor	9.31%	1532	10%	2121	11%	2203
Kozhikode 	Kannur North	Irikkur	Irikkur	Sreekandapuram	3.12%	712	8%	1666	9%	2334
Kozhikode 	Kannur South	Kuthuparamba	Panoor	Panoor	14.73%	5507	12.30%	4682	15.73%	7761
Kozhikode 	Kasaragod	Kasargod	Kasaragod	Kasaragod	29.12%	8064	29%	8338	30.12%	11567
Kozhikode 	Kannur North	Payyannur	Payyannur	Payyannur	1.94%	988	13.30%	6840	14.30%	8160
Thiruvananthapuram	Thiruvananthapuram North	Attingal	Attingal	Ottoor Grampachayat	29.81%	3099	46.50%	3748	47.50%	6206
Kozhikode 	Kannur South	Kuthuparamba	Kuthuparamba	Koothuparamba	13.87%	2837	12.50%	2591	14.87%	3360
Kozhikode 	Kannur North	Thaliparambu	Thaliparambu	Thaliparambu	9.89%	2503	10.60%	3057	11.60%	3878
Kozhikode 	Kannur South	Peravoor	Peravoor	Peravoor	14.01%	2235	13.60%	2112	15.01%	2848
Kozhikode 	Kannur South	Mattannur	Chittariparamba	Malur	9.29%	1439	11.80%	1821	12.80%	2301
Kozhikode 	Kannur South	Mattannur	Chittariparamba	Kolayad	6.98%	960	11.80%	1384	12.80%	2069
Ernakulam 	Thrissur City	Puthukkad	Puthukkad	Parappookkara	28.65%	6017	46.50%	9491	47.50%	12018
Kozhikode 	Kannur South	Peravoor	Peravoor	Kottiyoor	6.85%	757	10.20%	972	11.20%	1538
Kozhikode 	Kannur South	Peravoor	Peravoor	Kelakam	3.73%	419	8.20%	810	9.20%	1191
Kozhikode 	Kannur South	Peravoor	Peravoor	Kanichar	5.18%	535	8.40%	730	9.40%	1174
Kozhikode 	Kannur South	Peravoor	Iritty	Payam	12.85%	2430	11.80%	2186	13.85%	3080
Kozhikode 	Kannur South	Mattannur	Mattannur	Koodali	9.58%	1955	10.80%	2244	11.80%	2582
Kozhikode 	Kannur South	Mattannur	Mattannur	Thillankery	13.83%	1415	15%	1492	16%	1905
Kozhikode 	Kannur South	Mattannur	Mattannur	Keezhallur	9.15%	1267	11.80%	1684	12.80%	1886
Kozhikode 	Kannur South	Peravoor	Iritty	Ayyankunnu	5.27%	782	8.10%	887	9.10%	1610
Kozhikode 	Kannur South	Peravoor	Iritty	Aralam	5.47%	1014	8%	1449	9%	1815
Kozhikode 	Kannur South	Thalassery	Kathiroor	Kadirur	13.04%	2476	11.30%	NA	14.04%	3135
Alappuzha	Kottayam West	Ettumanoor	Kumarakom	Aymanam	27.12%	5533	31.10%	5501	32.10%	7950
Kozhikode 	Kannur South	Thalassery	Kathiroor	Panniyannur	9.14%	1292	9.10%	1348	10.14%	1749
Kozhikode 	Kannur South	Thalassery	Kathiroor	Chokli	6.07%	1082	8.90%	1696	9.90%	2108
Kozhikode 	Kannur South	Kuthuparamba	Kuthuparamba	Kottayam	9.48%	1160	8.30%	6777	10.48%	1633
Kozhikode 	Kannur South	Mattannur	Chittariparamba	Mangattidam	10.50%	2364	11.20%	2664	12.20%	3119
Kozhikode 	Kannur South	Kuthuparamba	Panoor	Kunnothuparamba	19.38%	5278	14.40%	3932	20.38%	6360
Kozhikode 	Kannur South	Kuthuparamba	Kuthuparamba	Pattiam	19.95%	4086	16%	3006	20.95%	4797
Kozhikode 	Kannur South	Mattannur	Chittariparamba	Chittariparamba	14.54%	2288	14.30%	2273	15.54%	2917
Ernakulam 	Thrissur City	Nattika	Cherpu	Avinissery	32.37%	5276	46.70%	5404	47.70%	8748
Kozhikode 	Kannur South	Dharmadam	Chakkarakkal	Anjarakandy	6.29%	1028	9.80%	1605	10.80%	1931
Kozhikode 	Kannur South	Thalassery	Thalassery	New Mahe	9.98%	941	10.70%	1036	11.70%	1466
Kozhikode 	Kannur South	Dharmadam	Dharmadom	Pinarayi	8.04%	1897	10.30%	2337	11.30%	2887
Kozhikode 	Kannur South	Thalassery	Kathiroor	Eranholi	13.58%	2268	14.60%	2590	15.60%	3026
Palakkad 	Palakkad West	Ottapalam	Sreekrishnapuram	Sreekrishnapuram Grampanchayat	18.01%	2748	31.10%	4483	32.10%	5941
Kozhikode 	Kannur South	Dharmadam	Chakkarakkal	Vengad	6.38%	1677	8.40%	2287	9.40%	2871
Kozhikode 	Kannur South	Dharmadam	Dharmadom	Muzhappilangad	4.53%	642	9.60%	1336	10.60%	1928
Kozhikode 	Kannur South	Dharmadam	Chakkarakkal	Peralassery	4.88%	978	9%	1896	10%	2363
Kozhikode 	Kannur South	Dharmadam	Dharmadom	Kadambur	7.53%	990	11%	1415	12%	1755
Kozhikode 	Kannur South	Dharmadam	Chakkarakkal	Chembilode	4.86%	1103	8.60%	2124	9.60%	2453
Kozhikode 	Kannur North	Kannur	Edakkad	Munderi	5.47%	1340	9.20%	2371	10.20%	2897
Kozhikode 	Kannur North	Thaliparambu	Mayyil	Kolacherry	5.75%	1041	9.20%	1871	10.20%	2278
Kozhikode 	Kannur North	Azhikode	Chirakkal	Pappinisseri	8.08%	1673	10.20%	2288	11.20%	2771
Kozhikode 	Kannur North	Azhikode	Azhikode	Azhikode	12.18%	3408	15.30%	4568	16.30%	5403
Kozhikode 	Kannur North	Azhikode	Chirakkal	Valapattanam	7.41%	381	13.10%	6551	14.10%	905
Kozhikode 	Kannur North	Azhikode	Chirakkal	Chirakkal	14.27%	3759	16.10%	4301	17.10%	5604
Kozhikode 	Kannur North	Thaliparambu	Mayyil	Kuttiatoor	9.38%	1634	9.20%	NA	10.38%	2073
Kozhikode 	Kannur North	Irikkur	Irikkur	Ulikkal	3.61%	856	8.90%	1940	9.90%	2697
Kozhikode 	Kannur South	Mattannur	Mattannur	Padiyoor	7.06%	1058	10.70%	1523	11.70%	2007
Kozhikode 	Kannur North	Thaliparambu	Mayyil	Mayyil	2.08%	405	8.40%	1671	9.40%	1934
Kozhikode 	Kannur North	Irikkur	Irikkur	Payyavoor	4.21%	609	9.50%	1185	10.50%	1911
Kozhikode 	Kannur North	Thaliparambu	Mayyil	Malappattam	NA	NA	8%	325	9%	642
Kozhikode 	Kannur North	Irikkur	Irikkur	Eruvessy	5.10%	554	10%	1052	11%	1291
Kozhikode 	Kannur North	Irikkur	Irikkur	Irikkur	2.34%	200	4.10%	352	5.10%	552
Kozhikode 	Kannur North	Kalliasseri	Madayi	Kadannappally-Panapuzha	6.19%	960	12.50%	1937	13.50%	2414
Kozhikode 	Kannur North	Kalliasseri	Kalliassery	Pattuvam	11.42%	1136	12.20%	1161	13.20%	1597
Kozhikode 	Kannur North	Thaliparambu	Thaliparambu	PariyaaramKannur	5.64%	1344	8.20%	3010	9.20%	2511
Kozhikode 	Kannur North	Thaliparambu	Thaliparambu	Kurumathur	10.74%	2188	10.10%	4041	11.74%	2648
Kozhikode 	Kannur North	Irikkur	Alakkode	Chengalayi	4.75%	961	8.20%	1660	9.20%	2118
Kozhikode 	Kannur North	Thaliparambu	Thaliparambu	Chapparapadavu	5.42%	1131	8.80%	1853	9.80%	2265
Kozhikode 	Kannur North	Irikkur	Alakkode	Naduvil	4.62%	891	10.90%	2214	11.90%	2705
Kozhikode 	Kannur North	Irikkur	Alakkode	Alakode	1.90%	430	10.40%	2171	11.40%	2614
Kozhikode 	Kannur North	Irikkur	Alakkode	Udayagiri	6.19%	750	15.70%	1625	16.70%	2272
Kozhikode 	Kannur North	Payyannur	Payyannur	Ramanthali	2.82%	388	10.40%	1420	11.40%	2037
Kozhikode 	Kannur North	Kalliasseri	Madayi	Kunhimangalam	4.36%	582	14%	1629	15%	2227
Kozhikode 	Kannur North	Payyannur	Payyannur	Karvellur-Peralam	6.59%	1032	14.10%	2210	15.10%	2550
Kozhikode 	Kannur North	Payyannur	Perongome	Kankol-Alappadamba	5.61%	596	12.50%	1811	13.50%	1839
Kozhikode 	Kannur North	Payyannur	Perongome	Eramam-Kuttur	4.72%	920	10.60%	1886	11.60%	2432
Kozhikode 	Kannur North	Payyannur	Perongome	Perongome-Vayakkara	5.84%	1095	11.70%	2948	12.70%	2744
Kozhikode 	Kannur North	Payyannur	Perongome	Cherupuzha	4.10%	849	11.70%	2139	12.70%	3300
Kozhikode 	Kannur North	Azhikode	Chirakkal	Narath	6.09%	1072	8.40%	1510	9.40%	1975
Kozhikode 	Kannur North	Kalliasseri	Kalliassery	Kalliasseri	7.27%	1348	16.90%	3381	17.90%	4088
Kozhikode 	Kannur North	Kalliasseri	Kalliassery	Kannapuram	5.59%	672	17.80%	2102	18.80%	2731
Kozhikode 	Kannur North	Kalliasseri	Kalliassery	Mattool	1.40%	226	3.60%	554	4.60%	924
Kozhikode 	Kannur North	Kalliasseri	Kalliassery	Cherukunnu	NA	NA	10.90%	787	11.90%	1359
Kozhikode 	Kannur North	Kalliasseri	Madayi	Ezhome	1.49%	176	7.90%	957	8.90%	1330
Kozhikode 	Kannur North	Kalliasseri	Madayi	Madayi	3.12%	574	8.10%	1603	9.10%	2199
Kozhikode 	Kannur North	Kalliasseri	Madayi	Cheruthazham	7.75%	1470	13.80%	2770	14.80%	3353
Kozhikode 	Kannur North	Azhikode	Azhikode	Kannur	11.72%	15757	18.30%	19799	19.30%	33650
Kozhikode 	Kasaragod	Thrikaripur	Nileshwaram	Nileswaram	8.20%	2122	17.20%	4257	18.20%	5568
Kozhikode 	Kasaragod	Manjeshwaram	Kumbla	Enmakaje	38.53%	6805	46.80%	7767	47.80%	10205
Kozhikode 	Kasaragod	Kanhangad	Kanhangad	Kanhangad	8.96%	3975	18%	7725	19%	10314
Kozhikode 	Kasaragod	Thrikaripur	Trikaripur	Thrikkarippur	8.56%	2104	12.60%	3182	13.60%	4061
Kozhikode 	Kasaragod	Thrikaripur	Trikaripur	Pilicode	1.93%	364	12.50%	2302	13.50%	2487
Kozhikode 	Kasaragod	Thrikaripur	Trikaripur	Padanna	2.45%	351	6.30%	951	7.30%	1225
Kozhikode 	Kasaragod	Thrikaripur	Trikaripur	Valiyaparampa	1.86%	178	6.90%	694	7.90%	818
Kozhikode 	Kasaragod	Thrikaripur	Nileshwaram	Cheruvathur	0.52%	94	7.80%	1441	8.80%	1800
Kozhikode 	Kasaragod	Thrikaripur	Nileshwaram	Kayyur-Chimeni	2.34%	379	7.70%	1334	8.70%	1507
Kozhikode 	Kasaragod	Thrikaripur	Nileshwaram	East Eleri	0.24%	42	10.30%	1394	11.30%	2330
Kozhikode 	Kasaragod	Thrikaripur	Nileshwaram	West Eleri	1.66%	325	9.40%	1404	10.40%	2404
Kozhikode 	Kasaragod	Kanhangad	Vellarikundu	Kinanur-Karindalam	3.66%	704	12%	2620	13%	2598
Kozhikode 	Kasaragod	Kanhangad	Vellarikundu	Balal	6.07%	916	11.50%	1492	12.50%	2300
Kozhikode 	Kasaragod	Kanhangad	Vellarikundu	Pananthadi	7.99%	1197	21.50%	2897	22.50%	3870
Kozhikode 	Kasaragod	Kanhangad	Vellarikundu	Kallar	9.29%	1229	17.30%	1707	18.30%	2854
Kozhikode 	Kasaragod	Kanhangad	Vellarikundu	Kodom-Belur	11.11%	2401	19.20%	3691	20.20%	5330
Kozhikode 	Kasaragod	Kanhangad	Kanhangad	Madikai	21.66%	2385	20.80%	3297	22.66%	3781
Kozhikode 	Kasaragod	Udma	Udma	Pullur-Periya	11.19%	2267	17.50%	3527	18.50%	4488
Kozhikode 	Kasaragod	Kanhangad	Kanhangad	Ajanur	13.14%	4086	18.30%	5738	19.30%	7600
Kozhikode 	Kasaragod	Udma	Udma	Pallikkara	7.61%	2027	14%	3694	15%	5312
Kozhikode 	Kasaragod	Udma	Udma	Uduma	12.55%	2836	17.60%	3905	18.60%	5542
Kozhikode 	Kasaragod	Kasargod	Badiadka	Chengala	7.52%	2386	11.30%	3760	12.30%	5080
Thiruvananthapuram	Pathanamthitta	Thiruvalla	Mallappally	Anikkadu	13.80%	1229	22.60%	1735	23.60%	2875
Kozhikode 	Kasaragod	Kasargod	Badiadka	Beloor	33.67%	2318	48.80%	2928	49.80%	3889
Ernakulam 	Thrissur City	Puthukkad	Puthukkad	Vallachira	31.47%	4546	49.90%	6955	50.90%	8715
Thiruvananthapuram		Nemom	Attukal	Thiruvananthapuram	NA	NA	NA	NA	50.47%	33042
Thiruvananthapuram		Kazhakkoottam 	Kazhakkoottam 	Thiruvananthapuram	NA	NA	NA	NA	43.71%	38429
Thiruvananthapuram		Kovalam	Kovalam	Thiruvananthapuram	NA	NA	NA	NA	21.99%	7834
Ernakulam 		Ollur	Ollur	Thrissur	NA	NA	NA	NA	37.36%	28436
Thiruvananthapuram		Nemom	Nemom	Thiruvananthapuram	NA	NA	NA	NA	56.69%	59462
Kozhikode 	Kasaragod	Manjeshwaram	Kumbla	Mangalpaddy	26.01%	7109	28.30%	8487	29.30%	11176
Ernakulam 		Thrissur	Thrissur East	Thrissur	NA	NA	NA	NA	40.91%	35365
Thiruvananthapuram		Vattiyoorkkavu	Pattom 	Thiruvananthapuram	NA	NA	NA	NA	33.42%	38131
Thiruvananthapuram		Thiruvananthapuram	Thiruvananthapuram Central 	Thiruvananthapuram	NA	NA	NA	NA	49.92%	50542
Kozhikode 	Kasaragod	Udma	Muliyar	Kuttikol	13.75%	2404	19.60%	3203	39%	7438
Kozhikode 	Kasaragod	Udma	Muliyar	Bedadka	8.34%	1525	16.90%	3302	17.90%	3853
Ernakulam 		Thrissur	Thrissur West	Thrissur	NA	NA	NA	NA	42.53%	39933
Kozhikode 	Kasaragod	Udma	Muliyar	Muliyar	16.60%	2593	20.30%	3126	39%	7305
Thiruvananthapuram		Thiruvananthapuram	Thiruvananthapuram West	Thiruvananthapuram	NA	NA	NA	NA	21.65%	21930
Thiruvananthapuram		Kazhakkoottam 	Ulloor	Thiruvananthapuram	NA	NA	NA	NA	29.83%	24783
Thiruvananthapuram		Vattiyoorkkavu	Vattiyoorkkavu	Thiruvananthapuram	NA	NA	NA	NA	53.25%	41278
