Zone,Org District,AC,Org Mandal,LBName,2020 LSG,,2024 GE,,2025 LSG,
Kozhikode,Kozhikode North,Nadapuram,Naripatta,Kayakkody,8.43%,1440,6.6%,1139,9.43%,1942
Kozhikode,Kozhikode North,Kuttiady,Kuttiady,Velom,4.46%,861,3.9%,862,5.46%,1296
Kozhikode,Kozhikode North,Kuttiady,Kuttiady,Kunnummal,11.05%,1410,8.9%,1361,12.05%,1795
Kozhikode,Kozhikode North,Nadapuram,Nadapuram,Nadapuram,7.76%,2160,6.4%,1184,8.76%,3112
Kozhikode,Kozhikode North,Nadapuram,Nadapuram,Edacheri,8.25%,1553,6.1%,1341,9.25%,2043
Kozhikode,Kozhikode North,Nadapuram,Naripatta,Vanimal,4.01%,655,5.5%,1227,6.5%,1320
Kozhikode,Kozhikode North,Nadapuram,Nadapuram,Valayam,9.71%,1249,9.5%,1175,10.71%,1651
Kozhikode,Kozhikode North,Nadapuram,Nadapuram,Tuneri,4.06%,666,7.5%,1452,8.5%,1694
Kozhikode,Kozhikode North,Kuttiady,Kuttiady,Purameri,6.97%,1400,7.1%,1538,8.1%,1850
Kozhikode,Kozhikode North,Nadapuram,Nadapuram,Chekkiad,3.8%,622,4.5%,853,5.5%,1150
Kozhikode,Kozhikode North,Vatakara,Onchiyam,Onchiyam,7.95%,1554,7.4%,1618,8.95%,1920
Kozhikode,Kozhikode North,Vatakara,Onchiyam,Eramala,9.82%,2467,8.7%,2444,10.82%,3323
Kozhikode,Kozhikode North,Vatakara,Vadakara,Chorode,14.39%,3729,11.6%,3157,15.39%,4742
Kozhikode,Kozhikode North,Vatakara,Onchiyam,Azhiyur,9.26%,1760,10.4%,1884,11.4%,2779
Kozhikode,Kozhikode City,Kozhikode North,Kozhikode North,Kozhikode,22.31%,73158,21.5%,74975,23.31%,102691
Kozhikode,Kozhikode City,Kozhikode South,Kozhikode South,Kozhikode,NA,NA,NA,NA,NA%,NA
Kozhikode,Kozhikode City,Kozhikode North,Nadakkavu,Kozhikode,NA,NA,NA,NA,NA%,NA
Kozhikode,Kozhikode City,Kozhikode South,Puthiyara,Kozhikode,NA,NA,NA,NA,NA%,NA
Palakkad,Wayanad,Sulthanbathery,Sulthan Bathery,Sulthan Bathery,8.41%,2342,19.6%,5019,20.6%,6844
Palakkad,Wayanad,Mananthavady,Mananthavady,Mananthavady,8.34%,2458,17.8%,4974,18.8%,6338
Palakkad,Wayanad,Kalpetta,Kalpetta,Kalpetta,7.6%,1472,17.2%,2702,18.2%,4396
Palakkad,Wayanad,Sulthanbathery,Pulpally,Mullankolly,10.49%,1770,17.1%,2554,18.1%,3855
Ernakulam,Thrissur City,Nattika,Nattika,Nattika,22.61%,2939,43.8%,5670,44.8%,7840
Ernakulam,Thrissur City,Nattika,Cherpu,Cherpu,26.34%,6173,44.3%,9831,45.3%,13027
Palakkad,Wayanad,Kalpetta,Padinjarathara,Kaniyambetta,8.66%,1776,16.3%,3420,17.3%,4199
Palakkad,Wayanad,Mananthavady,Panamaram,Panamaram,13.2%,3535,19.6%,4890,20.6%,6774
Palakkad,Wayanad,Kalpetta,Padinjarathara,Padinharathara,6.98%,1132,12.1%,1856,13.1%,2632
Palakkad,Wayanad,Kalpetta,Kalpetta,Muttil,8.13%,1709,15.3%,3001,16.3%,3938
Kozhikode,Kasaragod,Kasargod,Badiadka,Badiadka,39.5%,8204,45%,9271,46%,12418
Palakkad,Wayanad,Kalpetta,Kalpetta,Mupainad,6.76%,1015,14.8%,2025,15.8%,2751
Palakkad,Wayanad,Kalpetta,Kalpetta,Meppadi,9.21%,2087,15.4%,3620,16.4%,4565
Palakkad,Wayanad,Kalpetta,Padinjarathara,Thariode,10.01%,742,19.2%,1297,20.2%,1745
Palakkad,Wayanad,Kalpetta,Padinjarathara,Pozhuthana,5.57%,611,11.8%,1244,12.8%,1731
Palakkad,Wayanad,Kalpetta,Kalpetta,Vythiri,2.54%,270,13.8%,1375,14.8%,1788
Palakkad,Palakkad East,Malampuzha,Puthussery,Pudusserri Gramapanchayath,22.02%,7051,27.8%,8379,28.8%,10644
Palakkad,Wayanad,Sulthanbathery,Pulpally,Meenangadi,8.08%,1734,19.5%,3804,20.5%,5038
Palakkad,Wayanad,Sulthanbathery,Sulthan Bathery,Ambalavayal,12.52%,2918,19.1%,3865,20.1%,5499
Kozhikode,Kasaragod,Kasargod,Kasaragod,Madhur,45.02%,10347,42.9%,9826,46.02%,14078
Ernakulam,Thrissur South,Irinjalakuda,Irinjalakuda,Karalam,29.28%,4458,45.2%,6794,46.2%,8659
Palakkad,Wayanad,Mananthavady,Mananthavady,Thavinhal,16.02%,4024,21%,NA,22%,6409
Palakkad,Wayanad,Mananthavady,Panamaram,Edavaka,9.94%,2135,15.1%,2822,16.1%,4020
Alappuzha,Alappuzha North,Ambalappuzha,Ambalappuzha,Punnapra South grama panchayat,17.83%,3231,29.1%,4884,30.1%,6137
Palakkad,Wayanad,Mananthavady,Mananthavady,Thirunelly,12.02%,2052,16.7%,2823,17.7%,3433
Palakkad,Wayanad,Mananthavady,Panamaram,Vellamunda,9.55%,2211,12.9%,2935,13.9%,3962
Kozhikode,Kannur North,Thaliparambu,Mayyil,Anthoor,9.31%,1532,10%,2121,11%,2203
Kozhikode,Kannur North,Irikkur,Irikkur,Sreekandapuram,3.12%,712,8%,1666,9%,2334
Kozhikode,Kannur South,Kuthuparamba,Panoor,Panoor,14.73%,5507,12.3%,4682,15.73%,7761
Kozhikode,Kasaragod,Kasargod,Kasaragod,Kasaragod,29.12%,8064,29%,8338,30.12%,11567
Kozhikode,Kannur North,Payyannur,Payyannur,Payyannur,1.94%,988,13.3%,6840,14.3%,8160
Thiruvananthapuram,Thiruvananthapuram North,Attingal,Attingal,Ottoor Grampachayat,29.81%,3099,46.5%,3748,47.5%,6206
Kozhikode,Kannur South,Kuthuparamba,Kuthuparamba,Koothuparamba,13.87%,2837,12.5%,2591,14.87%,3360
Kozhikode,Kannur North,Thaliparambu,Thaliparambu,Thaliparambu,9.89%,2503,10.6%,3057,11.6%,3878
Kozhikode,Kannur South,Peravoor,Peravoor,Peravoor,14.01%,2235,13.6%,2112,15.01%,2848
Kozhikode,Kannur South,Mattannur,Chittariparamba,Malur,9.29%,1439,11.8%,1821,12.8%,2301
Kozhikode,Kannur South,Mattannur,Chittariparamba,Kolayad,6.98%,960,11.8%,1384,12.8%,2069
Ernakulam,Thrissur City,Puthukkad,Puthukkad,Parappookkara,28.65%,6017,46.5%,9491,47.5%,12018
Kozhikode,Kannur South,Peravoor,Peravoor,Kottiyoor,6.85%,757,10.2%,972,11.2%,1538
Kozhikode,Kannur South,Peravoor,Peravoor,Kelakam,3.73%,419,8.2%,810,9.2%,1191
Kozhikode,Kannur South,Peravoor,Peravoor,Kanichar,5.18%,535,8.4%,730,9.4%,1174
Kozhikode,Kannur South,Peravoor,Iritty,Payam,12.85%,2430,11.8%,2186,13.85%,3080
Kozhikode,Kannur South,Mattannur,Mattannur,Koodali,9.58%,1955,10.8%,2244,11.8%,2582
Kozhikode,Kannur South,Mattannur,Mattannur,Thillankery,13.83%,1415,15%,1492,16%,1905
Kozhikode,Kannur South,Mattannur,Mattannur,Keezhallur,9.15%,1267,11.8%,1684,12.8%,1886
Kozhikode,Kannur South,Peravoor,Iritty,Ayyankunnu,5.27%,782,8.1%,887,9.1%,1610
Kozhikode,Kannur South,Peravoor,Iritty,Aralam,5.47%,1014,8%,1449,9%,1815
Kozhikode,Kannur South,Thalassery,Kathiroor,Kadirur,13.04%,2476,11.3%,NA,14.04%,3135
Alappuzha,Kottayam West,Ettumanoor,Kumarakom,Aymanam,27.12%,5533,31.1%,5501,32.1%,7950
Kozhikode,Kannur South,Thalassery,Kathiroor,Panniyannur,9.14%,1292,9.1%,1348,10.14%,1749
Kozhikode,Kannur South,Thalassery,Kathiroor,Chokli,6.07%,1082,8.9%,1696,9.9%,2108
Kozhikode,Kannur South,Kuthuparamba,Kuthuparamba,Kottayam,9.48%,1160,8.3%,6777,10.48%,1633
Kozhikode,Kannur South,Mattannur,Chittariparamba,Mangattidam,10.5%,2364,11.2%,2664,12.2%,3119
Kozhikode,Kannur South,Kuthuparamba,Panoor,Kunnothuparamba,19.38%,5278,14.4%,3932,20.38%,6360
Kozhikode,Kannur South,Kuthuparamba,Kuthuparamba,Pattiam,19.95%,4086,16%,3006,20.95%,4797
Kozhikode,Kannur South,Mattannur,Chittariparamba,Chittariparamba,14.54%,2288,14.3%,2273,15.54%,2917
Ernakulam,Thrissur City,Nattika,Cherpu,Avinissery,32.37%,5276,46.7%,5404,47.7%,8748
Kozhikode,Kannur South,Dharmadam,Chakkarakkal,Anjarakandy,6.29%,1028,9.8%,1605,10.8%,1931
Kozhikode,Kannur South,Thalassery,Thalassery,New Mahe,9.98%,941,10.7%,1036,11.7%,1466
Kozhikode,Kannur South,Dharmadam,Dharmadom,Pinarayi,8.04%,1897,10.3%,2337,11.3%,2887
Kozhikode,Kannur South,Thalassery,Kathiroor,Eranholi,13.58%,2268,14.6%,2590,15.6%,3026
Palakkad,Palakkad West,Ottapalam,Sreekrishnapuram,Sreekrishnapuram Grampanchayat,18.01%,2748,31.1%,4483,32.1%,5941
Kozhikode,Kannur South,Dharmadam,Chakkarakkal,Vengad,6.38%,1677,8.4%,2287,9.4%,2871
Kozhikode,Kannur South,Dharmadam,Dharmadom,Muzhappilangad,4.53%,642,9.6%,1336,10.6%,1928
Kozhikode,Kannur South,Dharmadam,Chakkarakkal,Peralassery,4.88%,978,9%,1896,10%,2363
Kozhikode,Kannur South,Dharmadam,Dharmadom,Kadambur,7.53%,990,11%,1415,12%,1755
Kozhikode,Kannur South,Dharmadam,Chakkarakkal,Chembilode,4.86%,1103,8.6%,2124,9.6%,2453
Kozhikode,Kannur North,Kannur,Edakkad,Munderi,5.47%,1340,9.2%,2371,10.2%,2897
Kozhikode,Kannur North,Thaliparambu,Mayyil,Kolacherry,5.75%,1041,9.2%,1871,10.2%,2278
Kozhikode,Kannur North,Azhikode,Chirakkal,Pappinisseri,8.08%,1673,10.2%,2288,11.2%,2771
Kozhikode,Kannur North,Azhikode,Azhikode,Azhikode,12.18%,3408,15.3%,4568,16.3%,5403
Kozhikode,Kannur North,Azhikode,Chirakkal,Valapattanam,7.41%,381,13.1%,6551,14.1%,905
Kozhikode,Kannur North,Azhikode,Chirakkal,Chirakkal,14.27%,3759,16.1%,4301,17.1%,5604
Kozhikode,Kannur North,Thaliparambu,Mayyil,Kuttiatoor,9.38%,1634,9.2%,NA,10.38%,2073
Kozhikode,Kannur North,Irikkur,Irikkur,Ulikkal,3.61%,856,8.9%,1940,9.9%,2697
Kozhikode,Kannur South,Mattannur,Mattannur,Padiyoor,7.06%,1058,10.7%,1523,11.7%,2007
Kozhikode,Kannur North,Thaliparambu,Mayyil,Mayyil,2.08%,405,8.4%,1671,9.4%,1934
Kozhikode,Kannur North,Irikkur,Irikkur,Payyavoor,4.21%,609,9.5%,1185,10.5%,1911
Kozhikode,Kannur North,Thaliparambu,Mayyil,Malappattam,NA,NA,8%,325,9%,642
Kozhikode,Kannur North,Irikkur,Irikkur,Eruvessy,5.1%,554,10%,1052,11%,1291
Kozhikode,Kannur North,Irikkur,Irikkur,Irikkur,2.34%,200,4.1%,352,5.1%,552
Kozhikode,Kannur North,Kalliasseri,Madayi,Kadannappally-Panapuzha,6.19%,960,12.5%,1937,13.5%,2414
Kozhikode,Kannur North,Kalliasseri,Kalliassery,Pattuvam,11.42%,1136,12.2%,1161,13.2%,1597
Kozhikode,Kannur North,Thaliparambu,Thaliparambu,PariyaaramKannur,5.64%,1344,8.2%,3010,9.2%,2511
Kozhikode,Kannur North,Thaliparambu,Thaliparambu,Kurumathur,10.74%,2188,10.1%,4041,11.74%,2648
Kozhikode,Kannur North,Irikkur,Alakkode,Chengalayi,4.75%,961,8.2%,1660,9.2%,2118
Kozhikode,Kannur North,Thaliparambu,Thaliparambu,Chapparapadavu,5.42%,1131,8.8%,1853,9.8%,2265
Kozhikode,Kannur North,Irikkur,Alakkode,Naduvil,4.62%,891,10.9%,2214,11.9%,2705
Kozhikode,Kannur North,Irikkur,Alakkode,Alakode,1.9%,430,10.4%,2171,11.4%,2614
Kozhikode,Kannur North,Irikkur,Alakkode,Udayagiri,6.19%,750,15.7%,1625,16.7%,2272
Kozhikode,Kannur North,Payyannur,Payyannur,Ramanthali,2.82%,388,10.4%,1420,11.4%,2037
Kozhikode,Kannur North,Kalliasseri,Madayi,Kunhimangalam,4.36%,582,14%,1629,15%,2227
Kozhikode,Kannur North,Payyannur,Payyannur,Karvellur-Peralam,6.59%,1032,14.1%,2210,15.1%,2550
Kozhikode,Kannur North,Payyannur,Perongome,Kankol-Alappadamba,5.61%,596,12.5%,1811,13.5%,1839
Kozhikode,Kannur North,Payyannur,Perongome,Eramam-Kuttur,4.72%,920,10.6%,1886,11.6%,2432
Kozhikode,Kannur North,Payyannur,Perongome,Perongome-Vayakkara,5.84%,1095,11.7%,2948,12.7%,2744
Kozhikode,Kannur North,Payyannur,Perongome,Cherupuzha,4.1%,849,11.7%,2139,12.7%,3300
Kozhikode,Kannur North,Azhikode,Chirakkal,Narath,6.09%,1072,8.4%,1510,9.4%,1975
Kozhikode,Kannur North,Kalliasseri,Kalliassery,Kalliasseri,7.27%,1348,16.9%,3381,17.9%,4088
Kozhikode,Kannur North,Kalliasseri,Kalliassery,Kannapuram,5.59%,672,17.8%,2102,18.8%,2731
Kozhikode,Kannur North,Kalliasseri,Kalliassery,Mattool,1.4%,226,3.6%,554,4.6%,924
Kozhikode,Kannur North,Kalliasseri,Kalliassery,Cherukunnu,NA,NA,10.9%,787,11.9%,1359
Kozhikode,Kannur North,Kalliasseri,Madayi,Ezhome,1.49%,176,7.9%,957,8.9%,1330
Kozhikode,Kannur North,Kalliasseri,Madayi,Madayi,3.12%,574,8.1%,1603,9.1%,2199
Kozhikode,Kannur North,Kalliasseri,Madayi,Cheruthazham,7.75%,1470,13.8%,2770,14.8%,3353
Kozhikode,Kannur North,Azhikode,Azhikode,Kannur,11.72%,15757,18.3%,19799,19.3%,33650
Kozhikode,Kannur North,Kannur,Edakkad,Kannur,NA,NA,NA,NA,NA%,NA
Kozhikode,Kannur North,Kannur,Kannur,Kannur,NA,NA,NA,NA,NA%,NA
Kozhikode,Kasaragod,Thrikaripur,Nileshwaram,Nileswaram,8.2%,2122,17.2%,4257,18.2%,5568
Kozhikode,Kasaragod,Manjeshwaram,Kumbla,Enmakaje,38.53%,6805,46.8%,7767,47.8%,10205
Kozhikode,Kasaragod,Kanhangad,Kanhangad,Kanhangad,8.96%,3975,18%,7725,19%,10314
Kozhikode,Kasaragod,Thrikaripur,Trikaripur,Thrikkarippur,8.56%,2104,12.6%,3182,13.6%,4061
Kozhikode,Kasaragod,Thrikaripur,Trikaripur,Pilicode,1.93%,364,12.5%,2302,13.5%,2487
Kozhikode,Kasaragod,Thrikaripur,Trikaripur,Padanna,2.45%,351,6.3%,951,7.3%,1225
Kozhikode,Kasaragod,Thrikaripur,Trikaripur,Valiyaparampa,1.86%,178,6.9%,694,7.9%,818
Kozhikode,Kasaragod,Thrikaripur,Nileshwaram,Cheruvathur,0.52%,94,7.8%,1441,8.8%,1800
Kozhikode,Kasaragod,Thrikaripur,Nileshwaram,Kayyur-Chimeni,2.34%,379,7.7%,1334,8.7%,1507
Kozhikode,Kasaragod,Thrikaripur,Nileshwaram,East Eleri,0.24%,42,10.3%,1394,11.3%,2330
Kozhikode,Kasaragod,Thrikaripur,Nileshwaram,West Eleri,1.66%,325,9.4%,1404,10.4%,2404
Kozhikode,Kasaragod,Kanhangad,Vellarikundu,Kinanur-Karindalam,3.66%,704,12%,2620,13%,2598
Kozhikode,Kasaragod,Kanhangad,Vellarikundu,Balal,6.07%,916,11.5%,1492,12.5%,2300
Kozhikode,Kasaragod,Kanhangad,Vellarikundu,Pananthadi,7.99%,1197,21.5%,2897,22.5%,3870
Kozhikode,Kasaragod,Kanhangad,Vellarikundu,Kallar,9.29%,1229,17.3%,1707,18.3%,2854
Kozhikode,Kasaragod,Kanhangad,Vellarikundu,Kodom-Belur,11.11%,2401,19.2%,3691,20.2%,5330
Kozhikode,Kasaragod,Kanhangad,Kanhangad,Madikai,21.66%,2385,20.8%,3297,22.66%,3781
Kozhikode,Kasaragod,Udma,Udma,Pullur-Periya,11.19%,2267,17.5%,3527,18.5%,4488
Kozhikode,Kasaragod,Kanhangad,Kanhangad,Ajanur,13.14%,4086,18.3%,5738,19.3%,7600
Kozhikode,Kasaragod,Udma,Udma,Pallikkara,7.61%,2027,14%,3694,15%,5312
Kozhikode,Kasaragod,Udma,Udma,Uduma,12.55%,2836,17.6%,3905,18.6%,5542
Kozhikode,Kasaragod,Kasargod,Badiadka,Chengala,7.52%,2386,11.3%,3760,12.3%,5080
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Anikkadu,13.8%,1229,22.6%,1735,23.6%,2875
Kozhikode,Kasaragod,Kasargod,Badiadka,Beloor,33.67%,2318,48.8%,2928,49.8%,3889
Ernakulam,Thrissur City,Puthukkad,Puthukkad,Vallachira,31.47%,4546,49.9%,6955,50.9%,8715
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Attukal,Thiruvananthapuram,NA,NA,NA,NA,50.47%,33042
Thiruvananthapuram,Thiruvananthapuram City,Kazhakkoottam,Kazhakkoottam,Thiruvananthapuram,NA,NA,NA,NA,43.71%,38429
Thiruvananthapuram,Thiruvananthapuram South,Kovalam,Kovalam,Thiruvananthapuram,NA,NA,NA,NA,21.99%,7834
Ernakulam,Thrissur City,Ollur,Ollur,Thrissur,NA,NA,NA,NA,37.36%,28436
Thiruvananthapuram,Thiruvananthapuram City,Nemom,Nemom,Thiruvananthapuram,NA,NA,NA,NA,56.69%,59462
Kozhikode,Kasaragod,Manjeshwaram,Kumbla,Mangalpaddy,26.01%,7109,28.3%,8487,29.3%,11176
Ernakulam,Thrissur City,Thrissur,Thrissur East,Thrissur,NA,NA,NA,NA,40.91%,35365
Thiruvananthapuram,Thiruvananthapuram City,Vattiyoorkkavu,Pattom,Thiruvananthapuram,NA,NA,NA,NA,33.42%,38131
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram Central,Thiruvananthapuram,NA,NA,NA,NA,49.92%,50542
Kozhikode,Kasaragod,Udma,Muliyar,Kuttikol,13.75%,2404,19.6%,3203,39%,7438
Kozhikode,Kasaragod,Udma,Muliyar,Bedadka,8.34%,1525,16.9%,3302,17.9%,3853
Ernakulam,Thrissur City,Thrissur,Thrissur West,Thrissur,NA,NA,NA,NA,42.53%,39933
Kozhikode,Kasaragod,Udma,Muliyar,Muliyar,16.6%,2593,20.3%,3126,39%,7305
Thiruvananthapuram,Thiruvananthapuram City,Thiruvananthapuram,Thiruvananthapuram West,Thiruvananthapuram,NA,NA,NA,NA,21.65%,21930
Thiruvananthapuram,Thiruvananthapuram City,Kazhakkoottam,Ulloor,Thiruvananthapuram,NA,NA,NA,NA,29.83%,24783
Thiruvananthapuram,Thiruvananthapuram City,Vattiyoorkkavu,Vattiyoorkkavu,Thiruvananthapuram,NA,NA,NA,NA,53.25%,41278
